nuts_cd,nuts_name,national_capacity_mwp,year,country_cd,capacity_mwp,regional_capacity_percentage,112_percentage,142_percentage,211_percentage,11_percentage,13_percentage,14_percentage,21_percentage,1_percentage,2_percentage,gva_pounds_million_75_percentage,set,predicted_capacity_percentage,predicted_capacity_mwp
UKM92,Dumfries & Galloway,79.78610239266125,2010,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.6592501030078286,train,0.015652703,0.012488682111116292
UKM92,Dumfries & Galloway,993.6314671996508,2011,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.6356773937226857,train,0.02200001,0.21859901124671563
UKM92,Dumfries & Galloway,1778.962003071035,2012,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.5289006422364941,train,0.0041333763,0.07353119214112047
UKM92,Dumfries & Galloway,2891.71726542994,2013,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.4464285714285714,train,0.015141678,0.4378545216032563
UKM92,Dumfries & Galloway,5364.097717529403,2014,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.5128205128205128,train,0.0041333763,0.22171833870003713
UKM92,Dumfries & Galloway,9543.595741939756,2015,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.5485087418580734,train,-0.002663947,-0.25423632358186904
UKM92,Dumfries & Galloway,11630.79190706653,2016,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.5208333333333333,train,0.0041333763,0.48074438520638163
UKM92,Dumfries & Galloway,12445.34457706653,2017,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.5446623093681917,train,-0.002663947,-0.33153737192349303
UKM92,Dumfries & Galloway,12668.58902706653,2018,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.5061460592913956,train,0.0041333763,0.523640444426582
UKM92,Dumfries & Galloway,13024.98032544212,2019,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.7980652962515113,train,0.04842407,6.307225302507014
UKM92,Dumfries & Galloway,13421.966133009471,2020,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.7053844345168117,train,0.016297212,2.187406312578457
UKM92,Dumfries & Galloway,13967.18983814418,2021,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.3980891719745223,test,0.015141678,2.1148669331658247
UKM92,Dumfries & Galloway,14995.53681814418,2022,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,0.5001667222407469,test,0.0041333763,0.6198219507390889
UKM92,Dumfries & Galloway,16750.745028144178,2023,UK,0.0,0.0,0.0189843812374955,0.0099434342050374,0.2366361727970591,0.0193590706341637,0.0021588503081053,0.0099434342050374,0.2366361727970591,0.0541664146459952,1.045464371840921,,test,0.053527728,8.966293580268026
UKK13,Gloucestershire,79.78610239266125,2010,UK,1.303503779709932,1.6337479092471985,0.0629154438857983,0.0190680509703592,0.5429299690198134,0.0644227051172244,0.0033295266194344,0.0198556729606429,0.5429299690198134,0.1019384770449777,0.8657780280205865,1.6893283889575603,train,1.7613864,1.4053415225241193
UKK13,Gloucestershire,993.6314671996508,2011,UK,18.862138367657707,1.898303243235324,0.0629154438857983,0.0190680509703592,0.5429299690198134,0.0644227051172244,0.0033295266194344,0.0198556729606429,0.5429299690198134,0.1019384770449777,0.8657780280205865,1.7083829956297178,train,1.7613864,17.50168910457609
UKK13,Gloucestershire,1778.962003071035,2012,UK,28.18909944530817,1.584581311834942,0.0629154438857983,0.0190680509703592,0.5429299690198134,0.0644227051172244,0.0033295266194344,0.0198556729606429,0.5429299690198134,0.1019384770449777,0.8657780280205865,1.775595013222516,train,1.6940677,30.1368216472956
UKK13,Gloucestershire,2891.71726542994,2013,UK,38.62128949443071,1.3355831829115044,0.0629154438857983,0.0190680509703592,0.5429299690198134,0.0644227051172244,0.0033295266194344,0.0198556729606429,0.5429299690198134,0.1019384770449777,0.8657780280205865,1.888736263736264,train,1.7255933,49.89928214969382
UKK13,Gloucestershire,5364.097717529403,2014,UK,87.55916219649018,1.632318552109043,0.0629154438857983,0.0190680509703592,0.5429299690198134,0.0644227051172244,0.0033295266194344,0.0198556729606429,0.5429299690198134,0.1019384770449777,0.8657780280205865,2.0146520146520146,train,1.8231902,97.79770536082148
UKK13,Gloucestershire,9543.595741939756,2015,UK,200.2293878700217,2.0980497632575186,0.0629154438857983,0.0190680509703592,0.5429299690198134,0.0644227051172244,0.0033295266194344,0.0198556729606429,0.5429299690198134,0.1019384770449777,0.8657780280205865,1.988344189235516,train,1.868264,178.29956399006568
